grape_id,view,ref_id,source_subdir,ref,ref_base,pair_key,path,variety,color,peso,form,size,num,min,max,Cal 7,Cal 7.5,Cal 8,Cal 8.5,Cal 9,Cal 9.5,Cal 10,Cal 10.5,Cal 11,Cal 11.5,Cal 12,Cal 12.5,Cal 13,Cal 13.5,Cal 14,Cal 14.5,Cal 15,Cal 15.5,Cal 16,Cal 16.5,Cal 17,Cal 17.5,Cal 18,Cal 18.5,Cal 19,Cal 19.5,Cal 20,Cal 20.5,Cal 21,Cal 21.5,Cal 22,Cal 22.5,Cal 23,Cal 23.5,Cal 24,Cal 24.5,Cal 25,Cal 25.5,Cal 26,Cal 26.5,Cal 27,Cal 27.5,Cal 28,Cal 28.5,Cal 29,Cal 29.5,Cal 30,Cal 30.5,Cal 31,Cal 31.5,Cal 32
676,B,676B,EPG-13-CRIMSON,33B,33,EPG-13-CRIMSON::33,all_out_v2/EPG-13-CRIMSON_IMAGEN_66.jpg,CRIMSON,ROJA,226.0,OVALADA,86.0,86.0,10.0,18.0,,0,,0,,0,7.0,0,8.0,0,13.0,0,20.0,0,19.0,0,11.0,0,3.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
677,A,677A,EPG-13-CRIMSON,34A,34,EPG-13-CRIMSON::34,all_out_v2/EPG-13-CRIMSON_IMAGEN_67.jpg,CRIMSON,ROJA,280.0,OVALADA,133.0,133.0,9.0,14.0,,0,,0,18.0,0,35.0,0,52.0,0,18.0,0,7.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
677,B,677B,EPG-13-CRIMSON,34B,34,EPG-13-CRIMSON::34,all_out_v2/EPG-13-CRIMSON_IMAGEN_68.jpg,CRIMSON,ROJA,280.0,OVALADA,133.0,133.0,9.0,14.0,,0,,0,18.0,0,35.0,0,52.0,0,18.0,0,7.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
678,A,678A,EPG-13-CRIMSON,35A,35,EPG-13-CRIMSON::35,all_out_v2/EPG-13-CRIMSON_IMAGEN_69.jpg,CRIMSON,ROJA,242.0,OVALADA,101.0,101.0,9.0,18.0,,0,,0,12.0,0,7.0,0,8.0,0,15.0,0,26.0,0,20.0,0,9.0,0,,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
678,B,678B,EPG-13-CRIMSON,35B,35,EPG-13-CRIMSON::35,all_out_v2/EPG-13-CRIMSON_IMAGEN_70.jpg,CRIMSON,ROJA,242.0,OVALADA,101.0,101.0,9.0,18.0,,0,,0,12.0,0,7.0,0,8.0,0,15.0,0,26.0,0,20.0,0,9.0,0,,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
679,A,679A,EPG-13-CRIMSON,36A,36,EPG-13-CRIMSON::36,all_out_v2/EPG-13-CRIMSON_IMAGEN_71.jpg,CRIMSON,ROJA,294.0,OVALADA,149.0,149.0,9.0,16.0,,0,,0,6.0,0,15.0,0,43.0,0,34.0,0,24.0,0,20.0,0,6.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
679,B,679B,EPG-13-CRIMSON,36B,36,EPG-13-CRIMSON::36,all_out_v2/EPG-13-CRIMSON_IMAGEN_72.jpg,CRIMSON,ROJA,294.0,OVALADA,149.0,149.0,9.0,16.0,,0,,0,6.0,0,15.0,0,43.0,0,34.0,0,24.0,0,20.0,0,6.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
680,A,680A,EPG-13-CRIMSON,37A,37,EPG-13-CRIMSON::37,all_out_v2/EPG-13-CRIMSON_IMAGEN_73.jpg,CRIMSON,ROJA,213.0,OVALADA,107.0,107.0,9.0,15.0,,0,,0,4.0,0,12.0,0,17.0,0,25.0,0,27.0,0,20.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
680,B,680B,EPG-13-CRIMSON,37B,37,EPG-13-CRIMSON::37,all_out_v2/EPG-13-CRIMSON_IMAGEN_74.jpg,CRIMSON,ROJA,213.0,OVALADA,107.0,107.0,9.0,15.0,,0,,0,4.0,0,12.0,0,17.0,0,25.0,0,27.0,0,20.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
681,A,681A,EPG-13-CRIMSON,38A,38,EPG-13-CRIMSON::38,all_out_v2/EPG-13-CRIMSON_IMAGEN_75.jpg,CRIMSON,ROJA,160.0,OVALADA,71.0,71.0,9.0,15.0,,0,,0,7.0,0,12.0,0,18.0,0,13.0,0,10.0,0,8.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
681,B,681B,EPG-13-CRIMSON,38B,38,EPG-13-CRIMSON::38,all_out_v2/EPG-13-CRIMSON_IMAGEN_76.jpg,CRIMSON,ROJA,160.0,OVALADA,71.0,71.0,9.0,15.0,,0,,0,7.0,0,12.0,0,18.0,0,13.0,0,10.0,0,8.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
682,A,682A,EPG-13-CRIMSON,39A,39,EPG-13-CRIMSON::39,all_out_v2/EPG-13-CRIMSON_IMAGEN_77.jpg,CRIMSON,ROJA,125.0,OVALADA,79.0,79.0,9.0,13.0,,0,,0,16.0,0,27.0,0,26.0,0,7.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
682,B,682B,EPG-13-CRIMSON,39B,39,EPG-13-CRIMSON::39,all_out_v2/EPG-13-CRIMSON_IMAGEN_78.jpg,CRIMSON,ROJA,125.0,OVALADA,79.0,79.0,9.0,13.0,,0,,0,16.0,0,27.0,0,26.0,0,7.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
683,A,683A,EPG-13-CRIMSON,40A,40,EPG-13-CRIMSON::40,all_out_v2/EPG-13-CRIMSON_IMAGEN_79.jpg,CRIMSON,ROJA,217.0,OVALADA,102.0,102.0,9.0,16.0,,0,,0,7.0,0,11.0,0,28.0,0,28.0,0,16.0,0,10.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
683,B,683B,EPG-13-CRIMSON,40B,40,EPG-13-CRIMSON::40,all_out_v2/EPG-13-CRIMSON_IMAGEN_80.jpg,CRIMSON,ROJA,217.0,OVALADA,102.0,102.0,9.0,16.0,,0,,0,7.0,0,11.0,0,28.0,0,28.0,0,16.0,0,10.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
684,A,684A,EPG-13-CRIMSON,41A,41,EPG-13-CRIMSON::41,all_out_v2/EPG-13-CRIMSON_IMAGEN_81.jpg,CRIMSON,ROJA,286.0,OVALADA,102.0,102.0,9.0,18.0,,0,,0,5.0,0,10.0,0,21.0,0,16.0,0,18.0,0,21.0,0,4.0,0,5.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
684,B,684B,EPG-13-CRIMSON,41B,41,EPG-13-CRIMSON::41,all_out_v2/EPG-13-CRIMSON_IMAGEN_82.jpg,CRIMSON,ROJA,286.0,OVALADA,102.0,102.0,9.0,18.0,,0,,0,5.0,0,10.0,0,21.0,0,16.0,0,18.0,0,21.0,0,4.0,0,5.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
685,A,685A,EPG-13-CRIMSON,42A,42,EPG-13-CRIMSON::42,all_out_v2/EPG-13-CRIMSON_IMAGEN_83.jpg,CRIMSON,ROJA,264.0,OVALADA,95.0,95.0,10.0,17.0,,0,,0,,0,10.0,0,12.0,0,18.0,0,28.0,0,19.0,0,4.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
685,B,685B,EPG-13-CRIMSON,42B,42,EPG-13-CRIMSON::42,all_out_v2/EPG-13-CRIMSON_IMAGEN_84.jpg,CRIMSON,ROJA,264.0,OVALADA,95.0,95.0,10.0,17.0,,0,,0,,0,10.0,0,12.0,0,18.0,0,28.0,0,19.0,0,4.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
686,A,686A,EPG-13-CRIMSON,43A,43,EPG-13-CRIMSON::43,all_out_v2/EPG-13-CRIMSON_IMAGEN_85.jpg,CRIMSON,ROJA,220.0,OVALADA,94.0,94.0,9.0,15.0,,0,,0,3.0,0,5.0,0,31.0,0,32.0,0,17.0,0,5.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
686,B,686B,EPG-13-CRIMSON,43B,43,EPG-13-CRIMSON::43,all_out_v2/EPG-13-CRIMSON_IMAGEN_86.jpg,CRIMSON,ROJA,220.0,OVALADA,94.0,94.0,9.0,15.0,,0,,0,3.0,0,5.0,0,31.0,0,32.0,0,17.0,0,5.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
687,A,687A,EPG-13-CRIMSON,44A,44,EPG-13-CRIMSON::44,all_out_v2/EPG-13-CRIMSON_IMAGEN_87.jpg,CRIMSON,ROJA,158.0,OVALADA,67.0,67.0,9.0,15.0,,0,,0,7.0,0,20.0,0,20.0,0,12.0,0,7.0,0,,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
687,B,687B,EPG-13-CRIMSON,44B,44,EPG-13-CRIMSON::44,all_out_v2/EPG-13-CRIMSON_IMAGEN_88.jpg,CRIMSON,ROJA,158.0,OVALADA,67.0,67.0,9.0,15.0,,0,,0,7.0,0,20.0,0,20.0,0,12.0,0,7.0,0,,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
688,A,688A,EPG-13-CRIMSON,45A,45,EPG-13-CRIMSON::45,all_out_v2/EPG-13-CRIMSON_IMAGEN_89.jpg,CRIMSON,ROJA,431.0,OVALADA,170.0,170.0,9.0,16.0,,0,,0,11.0,0,13.0,0,28.0,0,46.0,0,40.0,0,29.0,0,2.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
688,B,688B,EPG-13-CRIMSON,45B,45,EPG-13-CRIMSON::45,all_out_v2/EPG-13-CRIMSON_IMAGEN_90.jpg,CRIMSON,ROJA,431.0,OVALADA,170.0,170.0,9.0,16.0,,0,,0,11.0,0,13.0,0,28.0,0,46.0,0,40.0,0,29.0,0,2.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
689,A,689A,EPG-13-CRIMSON,46A,46,EPG-13-CRIMSON::46,all_out_v2/EPG-13-CRIMSON_IMAGEN_91.jpg,CRIMSON,ROJA,243.0,OVALADA,84.0,84.0,9.0,16.0,,0,,0,6.0,0,13.0,0,19.0,0,13.0,0,18.0,0,11.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
689,B,689B,EPG-13-CRIMSON,46B,46,EPG-13-CRIMSON::46,all_out_v2/EPG-13-CRIMSON_IMAGEN_92.jpg,CRIMSON,ROJA,243.0,OVALADA,84.0,84.0,9.0,16.0,,0,,0,6.0,0,13.0,0,19.0,0,13.0,0,18.0,0,11.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
690,A,690A,EPG-13-CRIMSON,47A,47,EPG-13-CRIMSON::47,all_out_v2/EPG-13-CRIMSON_IMAGEN_93.jpg,CRIMSON,ROJA,320.0,OVALADA,147.0,147.0,9.0,15.0,,0,,0,20.0,0,24.0,0,56.0,0,24.0,0,14.0,0,8.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
690,B,690B,EPG-13-CRIMSON,47B,47,EPG-13-CRIMSON::47,all_out_v2/EPG-13-CRIMSON_IMAGEN_94.jpg,CRIMSON,ROJA,320.0,OVALADA,147.0,147.0,9.0,15.0,,0,,0,20.0,0,24.0,0,56.0,0,24.0,0,14.0,0,8.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
691,A,691A,EPG-13-CRIMSON,48A,48,EPG-13-CRIMSON::48,all_out_v2/EPG-13-CRIMSON_IMAGEN_95.jpg,CRIMSON,ROJA,141.0,OVALADA,57.0,57.0,9.0,13.0,,0,,0,17.0,0,22.0,0,18.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
691,B,691B,EPG-13-CRIMSON,48B,48,EPG-13-CRIMSON::48,all_out_v2/EPG-13-CRIMSON_IMAGEN_96.jpg,CRIMSON,ROJA,141.0,OVALADA,57.0,57.0,9.0,13.0,,0,,0,17.0,0,22.0,0,18.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
692,A,692A,EPG-13-CRIMSON,49A,49,EPG-13-CRIMSON::49,all_out_v2/EPG-13-CRIMSON_IMAGEN_97.jpg,CRIMSON,ROJA,200.0,OVALADA,83.0,83.0,9.0,16.0,,0,,0,17.0,0,14.0,0,21.0,0,14.0,0,6.0,0,6.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
692,B,692B,EPG-13-CRIMSON,49B,49,EPG-13-CRIMSON::49,all_out_v2/EPG-13-CRIMSON_IMAGEN_98.jpg,CRIMSON,ROJA,200.0,OVALADA,83.0,83.0,9.0,16.0,,0,,0,17.0,0,14.0,0,21.0,0,14.0,0,6.0,0,6.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
693,A,693A,EPG-13-CRIMSON,50A,50,EPG-13-CRIMSON::50,all_out_v2/EPG-13-CRIMSON_IMAGEN_99.jpg,CRIMSON,ROJA,334.0,OVALADA,112.0,112.0,9.0,16.0,,0,,0,3.0,0,2.0,0,23.0,0,21.0,0,18.0,0,26.0,0,16.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
693,B,693B,EPG-13-CRIMSON,50B,50,EPG-13-CRIMSON::50,all_out_v2/EPG-13-CRIMSON_IMAGEN_100.jpg,CRIMSON,ROJA,334.0,OVALADA,112.0,112.0,9.0,16.0,,0,,0,3.0,0,2.0,0,23.0,0,21.0,0,18.0,0,26.0,0,16.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
694,A,694A,EPG-13-CRIMSON,51A,51,EPG-13-CRIMSON::51,all_out_v2/EPG-13-CRIMSON_IMAGEN_101.jpg,CRIMSON,ROJA,245.0,OVALADA,79.0,79.0,9.0,16.0,,0,,0,1.0,0,3.0,0,15.0,0,15.0,0,13.0,0,21.0,0,10.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
694,B,694B,EPG-13-CRIMSON,51B,51,EPG-13-CRIMSON::51,all_out_v2/EPG-13-CRIMSON_IMAGEN_102.jpg,CRIMSON,ROJA,245.0,OVALADA,79.0,79.0,9.0,16.0,,0,,0,1.0,0,3.0,0,15.0,0,15.0,0,13.0,0,21.0,0,10.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
695,A,695A,EPG-13-CRIMSON,52A,52,EPG-13-CRIMSON::52,all_out_v2/EPG-13-CRIMSON_IMAGEN_103.jpg,CRIMSON,ROJA,307.0,OVALADA,129.0,129.0,9.0,14.0,,0,,0,9.0,0,24.0,0,43.0,0,39.0,0,12.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
695,B,695B,EPG-13-CRIMSON,52B,52,EPG-13-CRIMSON::52,all_out_v2/EPG-13-CRIMSON_IMAGEN_104.jpg,CRIMSON,ROJA,307.0,OVALADA,129.0,129.0,9.0,14.0,,0,,0,9.0,0,24.0,0,43.0,0,39.0,0,12.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
696,A,696A,EPG-13-CRIMSON,53A,53,EPG-13-CRIMSON::53,all_out_v2/EPG-13-CRIMSON_IMAGEN_105.jpg,CRIMSON,ROJA,376.0,OVALADA,91.0,91.0,9.0,19.0,,0,,0,2.0,0,1.0,0,2.0,0,3.0,0,4.0,0,7.0,0,22.0,0,21.0,0,17.0,0,9.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
696,B,696B,EPG-13-CRIMSON,53B,53,EPG-13-CRIMSON::53,all_out_v2/EPG-13-CRIMSON_IMAGEN_106.jpg,CRIMSON,ROJA,376.0,OVALADA,91.0,91.0,9.0,19.0,,0,,0,2.0,0,1.0,0,2.0,0,3.0,0,4.0,0,7.0,0,22.0,0,21.0,0,17.0,0,9.0,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
697,A,697A,EPG-13-CRIMSON,54A,54,EPG-13-CRIMSON::54,all_out_v2/EPG-13-CRIMSON_IMAGEN_107.jpg,CRIMSON,ROJA,387.0,OVALADA,95.0,95.0,10.0,19.0,,0,,0,,0,1.0,0,1.0,0,,0,3.0,0,14.0,0,16.0,0,20.0,0,28.0,0,6.0,0,6.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
697,B,697B,EPG-13-CRIMSON,54B,54,EPG-13-CRIMSON::54,all_out_v2/EPG-13-CRIMSON_IMAGEN_108.jpg,CRIMSON,ROJA,387.0,OVALADA,95.0,95.0,10.0,19.0,,0,,0,,0,1.0,0,1.0,0,,0,3.0,0,14.0,0,16.0,0,20.0,0,28.0,0,6.0,0,6.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
698,A,698A,EPG-13-CRIMSON,55A,55,EPG-13-CRIMSON::55,all_out_v2/EPG-13-CRIMSON_IMAGEN_109.jpg,CRIMSON,ROJA,386.0,OVALADA,127.0,127.0,9.0,18.0,,0,,0,4.0,0,7.0,0,8.0,0,12.0,0,22.0,0,22.0,0,30.0,0,12.0,0,9.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
698,B,698B,EPG-13-CRIMSON,55B,55,EPG-13-CRIMSON::55,all_out_v2/EPG-13-CRIMSON_IMAGEN_110.jpg,CRIMSON,ROJA,386.0,OVALADA,127.0,127.0,9.0,18.0,,0,,0,4.0,0,7.0,0,8.0,0,12.0,0,22.0,0,22.0,0,30.0,0,12.0,0,9.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
699,A,699A,EPG-13-CRIMSON,56A,56,EPG-13-CRIMSON::56,all_out_v2/EPG-13-CRIMSON_IMAGEN_111.jpg,CRIMSON,ROJA,296.0,OVALADA,124.0,124.0,9.0,15.0,,0,,0,21.0,0,22.0,0,32.0,0,35.0,0,11.0,0,,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
699,B,699B,EPG-13-CRIMSON,56B,56,EPG-13-CRIMSON::56,all_out_v2/EPG-13-CRIMSON_IMAGEN_112.jpg,CRIMSON,ROJA,296.0,OVALADA,124.0,124.0,9.0,15.0,,0,,0,21.0,0,22.0,0,32.0,0,35.0,0,11.0,0,,0,3.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
700,A,700A,EPG-13-CRIMSON,57A,57,EPG-13-CRIMSON::57,all_out_v2/EPG-13-CRIMSON_IMAGEN_113.jpg,CRIMSON,ROJA,242.0,OVALADA,128.0,128.0,9.0,15.0,,0,,0,32.0,0,49.0,0,27.0,0,15.0,0,4.0,0,,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
700,B,700B,EPG-13-CRIMSON,57B,57,EPG-13-CRIMSON::57,all_out_v2/EPG-13-CRIMSON_IMAGEN_114.jpg,CRIMSON,ROJA,242.0,OVALADA,128.0,128.0,9.0,15.0,,0,,0,32.0,0,49.0,0,27.0,0,15.0,0,4.0,0,,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
701,A,701A,EPG-13-CRIMSON,58A,58,EPG-13-CRIMSON::58,all_out_v2/EPG-13-CRIMSON_IMAGEN_115.jpg,CRIMSON,ROJA,201.0,OVALADA,73.0,73.0,9.0,17.0,,0,,0,4.0,0,12.0,0,13.0,0,17.0,0,14.0,0,4.0,0,7.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
701,B,701B,EPG-13-CRIMSON,58B,58,EPG-13-CRIMSON::58,all_out_v2/EPG-13-CRIMSON_IMAGEN_116.jpg,CRIMSON,ROJA,201.0,OVALADA,73.0,73.0,9.0,17.0,,0,,0,4.0,0,12.0,0,13.0,0,17.0,0,14.0,0,4.0,0,7.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
702,A,702A,EPG-13-CRIMSON,59A,59,EPG-13-CRIMSON::59,all_out_v2/EPG-13-CRIMSON_IMAGEN_117.jpg,CRIMSON,ROJA,219.0,OVALADA,89.0,89.0,9.0,14.0,,0,,0,3.0,0,11.0,0,27.0,0,37.0,0,9.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
702,B,702B,EPG-13-CRIMSON,59B,59,EPG-13-CRIMSON::59,all_out_v2/EPG-13-CRIMSON_IMAGEN_118.jpg,CRIMSON,ROJA,219.0,OVALADA,89.0,89.0,9.0,14.0,,0,,0,3.0,0,11.0,0,27.0,0,37.0,0,9.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
703,A,703A,EPG-13-CRIMSON,60A,60,EPG-13-CRIMSON::60,all_out_v2/EPG-13-CRIMSON_IMAGEN_119.jpg,CRIMSON,ROJA,148.0,OVALADA,73.0,73.0,9.0,14.0,,0,,0,16.0,0,21.0,0,27.0,0,6.0,0,1.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
703,B,703B,EPG-13-CRIMSON,60B,60,EPG-13-CRIMSON::60,all_out_v2/EPG-13-CRIMSON_IMAGEN_120.jpg,CRIMSON,ROJA,148.0,OVALADA,73.0,73.0,9.0,14.0,,0,,0,16.0,0,21.0,0,27.0,0,6.0,0,1.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
704,A,704A,EPG-13-MAGENTA,1A,1,EPG-13-MAGENTA::1,all_out_v2/EPG-13-MAGENTA_IMAGEN_1.jpg,MAGENTA ,ROJA ,159.0,OVALADA,33.0,33.0,14.0,21.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,2.0,0,4.0,0,5.0,0,7.0,0,9.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
704,B,704B,EPG-13-MAGENTA,1B,1,EPG-13-MAGENTA::1,all_out_v2/EPG-13-MAGENTA_IMAGEN_2.jpg,MAGENTA ,ROJA ,159.0,OVALADA,33.0,33.0,14.0,21.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,2.0,0,4.0,0,5.0,0,7.0,0,9.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
705,A,705A,EPG-13-MAGENTA,2A,2,EPG-13-MAGENTA::2,all_out_v2/EPG-13-MAGENTA_IMAGEN_3.jpg,MAGENTA ,ROJA ,372.0,OVALADA,50.0,50.0,14.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,1.0,0,,0,2.0,0,3.0,0,9.0,0,6.0,0,8.0,0,8.0,0,4.0,0,8.0,0,,0,,0,,0,,0,,0,,0,,0,
705,B,705B,EPG-13-MAGENTA,2B,2,EPG-13-MAGENTA::2,all_out_v2/EPG-13-MAGENTA_IMAGEN_4.jpg,MAGENTA ,ROJA ,372.0,OVALADA,50.0,50.0,14.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,1.0,0,,0,2.0,0,3.0,0,9.0,0,6.0,0,8.0,0,8.0,0,4.0,0,8.0,0,,0,,0,,0,,0,,0,,0,,0,
706,A,706A,EPG-13-MAGENTA,3A,3,EPG-13-MAGENTA::3,all_out_v2/EPG-13-MAGENTA_IMAGEN_5.jpg,MAGENTA ,ROJA ,352.0,OVALADA,38.0,38.0,19.0,26.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,5.0,0,,0,6.0,0,10.0,0,10.0,0,2.0,0,4.0,0,,0,,0,,0,,0,,0,
706,B,706B,EPG-13-MAGENTA,3B,3,EPG-13-MAGENTA::3,all_out_v2/EPG-13-MAGENTA_IMAGEN_6.jpg,MAGENTA ,ROJA ,352.0,OVALADA,38.0,38.0,19.0,26.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,5.0,0,,0,6.0,0,10.0,0,10.0,0,2.0,0,4.0,0,,0,,0,,0,,0,,0,
707,A,707A,EPG-13-MAGENTA,4A,4,EPG-13-MAGENTA::4,all_out_v2/EPG-13-MAGENTA_IMAGEN_7.jpg,MAGENTA ,ROJA ,209.0,OVALADA,28.0,28.0,17.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,1.0,0,3.0,0,1.0,0,6.0,0,6.0,0,5.0,0,4.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,
707,B,707B,EPG-13-MAGENTA,4B,4,EPG-13-MAGENTA::4,all_out_v2/EPG-13-MAGENTA_IMAGEN_8.jpg,MAGENTA ,ROJA ,209.0,OVALADA,28.0,28.0,17.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,1.0,0,3.0,0,1.0,0,6.0,0,6.0,0,5.0,0,4.0,0,2.0,0,,0,,0,,0,,0,,0,,0,,0,
708,A,708A,EPG-13-MAGENTA,5A,5,EPG-13-MAGENTA::5,all_out_v2/EPG-13-MAGENTA_IMAGEN_9.jpg,MAGENTA ,ROJA ,274.0,OVALADA,22.0,22.0,21.0,27.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,2.0,0,,0,3.0,0,4.0,0,7.0,0,5.0,0,,0,,0,,0,,0,
